txn_id,user_id,amount,payment_method,failure_code,failure_stage,retry_count,timestamp,do_not_contact,customer_segment,preferred_language,days_overdue
txn_d380bf9c3b,user_c4732d2c,11931.02,netbanking,invoice_unpaid,receivable_overdue,0,2026-09-04T07:54:00,False,regular,hinglish,40.8
txn_167f03ed65,user_3b8058aa,1527.65,card,otp_timeout,checkout_abandon,0,2026-08-27T17:34:00,False,regular,en,
txn_9fe2b038bd,user_6962f6d3,2453.9,card,insufficient_funds,payment_failure,0,2026-08-29T16:38:00,False,regular,hinglish,
txn_c00e7d6706,user_068f28ab,1744.28,upi,bank_decline,payment_failure,0,2026-08-26T21:18:00,False,regular,hinglish,
txn_aff79c7ff5,user_64145665,1494.19,upi,insufficient_funds,payment_failure,0,2026-08-31T12:16:00,False,regular,en,
txn_a56f46817a,user_1b9bf106,9446.51,upi,user_dropped,checkout_abandon,0,2026-09-02T12:25:00,False,high_value,hinglish,
txn_cd1cb2afb7,user_055d331c,1629.77,mandate,insufficient_funds,payment_failure,1,2026-08-31T20:46:00,False,regular,en,
txn_9dd07a863a,user_7571420d,2408.77,netbanking,user_dropped,checkout_abandon,1,2026-08-24T17:41:00,False,regular,en,
txn_8bd740683b,user_fd3775d1,853.0,upi,insufficient_funds,payment_failure,0,2026-08-31T00:26:00,False,regular,hinglish,
txn_ad09f8ff35,user_86514783,53833.65,netbanking,invoice_unpaid,receivable_overdue,0,2026-08-31T20:03:00,False,high_value,hinglish,10.5
txn_62758d99b0,user_19f347ba,920.66,card,bank_decline,payment_failure,0,2026-08-28T00:47:00,False,regular,en,
txn_8cc9b94ea8,user_9ed3fda7,16859.26,mandate,user_dropped,checkout_abandon,0,2026-08-30T20:34:00,False,high_value,en,
txn_eec4f88121,user_c684dea6,667.64,upi,bank_decline,payment_failure,0,2026-08-26T20:12:00,False,regular,en,
txn_403dac0e66,user_7d9ed60b,1283.74,card,issuer_timeout,payment_failure,0,2026-09-03T04:57:00,False,regular,hinglish,
txn_cc162fd97b,user_16d41a97,4969.68,upi,invoice_unpaid,receivable_overdue,0,2026-08-23T01:13:00,False,regular,en,80.4
txn_dee993a8e2,user_667d8850,1662.27,netbanking,insufficient_funds,payment_failure,0,2026-08-24T20:53:00,False,regular,hinglish,
txn_ad3f0549e0,user_f261ec0a,10522.79,netbanking,invoice_unpaid,receivable_overdue,0,2026-08-27T10:49:00,False,regular,hinglish,28.5
txn_dc1b380977,user_9c70ef6b,1180.25,netbanking,otp_timeout,checkout_abandon,0,2026-08-24T07:30:00,False,regular,hinglish,
txn_0c1dd2c9b8,user_a7aced40,1745.45,mandate,mandate_lapsed,subscription_failure,0,2026-08-24T19:47:00,False,regular,en,
txn_7009df3bc2,user_667d8850,143205.57,netbanking,invoice_unpaid,receivable_overdue,0,2026-09-01T08:58:00,False,high_value,hinglish,9.0
txn_675d5f793b,user_179d1bc8,775.95,mandate,otp_timeout,checkout_abandon,0,2026-08-31T02:18:00,False,regular,hinglish,
txn_147e8758a7,user_ed50ed67,1296.99,mandate,issuer_timeout,payment_failure,1,2026-08-25T20:44:00,False,regular,hinglish,
txn_937a2a624c,user_1dee8318,1275.68,upi,insufficient_funds,payment_failure,0,2026-09-05T03:04:00,True,regular,en,
txn_a4f7fe41b2,user_16d41a97,1040.79,card,card_expired,payment_failure,0,2026-09-02T03:58:00,False,regular,en,
txn_032bf60560,user_71dcb5a9,32649.47,upi,invoice_unpaid,receivable_overdue,0,2026-08-25T07:12:00,False,regular,hinglish,38.3
txn_a7cbd7409f,user_bb50ec48,877.97,mandate,insufficient_funds,payment_failure,1,2026-08-29T08:33:00,False,regular,en,
txn_c1b9fcc14d,user_7c864886,45297.12,upi,invoice_unpaid,receivable_overdue,1,2026-08-24T07:33:00,False,regular,hinglish,120
txn_8a866a0cd1,user_8e803ffb,1270.11,card,bank_decline,payment_failure,0,2026-08-25T15:02:00,False,regular,en,
txn_5f82d0dc51,user_2f14eac4,1074.08,mandate,user_dropped,checkout_abandon,0,2026-08-29T22:05:00,False,regular,en,
txn_6a47d5fc69,user_a97f84cb,9097.55,mandate,mandate_lapsed,subscription_failure,0,2026-09-03T19:51:00,False,high_value,en,
txn_dacd579a40,user_49f4970e,1141.88,card,insufficient_funds,payment_failure,0,2026-08-29T00:47:00,False,regular,en,
txn_b95f899f1b,user_656fee72,2122.61,mandate,mandate_lapsed,subscription_failure,0,2026-08-25T16:15:00,False,regular,hinglish,
txn_a90d3479f5,user_af04b919,1137.27,upi,bank_decline,payment_failure,0,2026-08-31T19:37:00,False,regular,en,
txn_17775c8d6a,user_7c864886,1724.63,netbanking,gateway_timeout,checkout_abandon,0,2026-09-02T11:59:00,False,regular,hinglish,
txn_4e5c88b413,user_1510920c,12010.58,upi,invoice_unpaid,receivable_overdue,0,2026-08-26T03:40:00,False,regular,hinglish,38.8
txn_c7174c067b,user_f706a691,780.02,card,card_expired,payment_failure,0,2026-08-29T23:32:00,False,regular,en,
txn_f48f9d53d3,user_2f14eac4,2955.91,upi,issuer_timeout,payment_failure,0,2026-09-03T16:50:00,False,regular,hinglish,
txn_78c2a3c743,user_ccc6dd38,1283.87,upi,bank_decline,payment_failure,1,2026-08-29T16:49:00,False,regular,hinglish,
txn_19eb349b3a,user_2632e607,1003.41,netbanking,issuer_timeout,payment_failure,0,2026-08-25T23:22:00,False,regular,hinglish,
txn_d4654ca888,user_c1f72194,9127.7,netbanking,user_dropped,checkout_abandon,0,2026-09-05T04:29:00,False,high_value,en,
txn_abfb189cfb,user_a7aced40,718.53,mandate,mandate_lapsed,subscription_failure,0,2026-08-31T03:53:00,False,regular,hinglish,
txn_e788f0928e,user_e45a1ea9,1477.16,mandate,insufficient_funds,payment_failure,0,2026-08-27T06:36:00,False,regular,hinglish,
txn_879f4c5840,user_fe223a7b,1188.74,card,insufficient_funds,payment_failure,0,2026-09-01T02:40:00,False,regular,hinglish,
txn_3e173bb419,user_7909f7f4,662.63,upi,insufficient_funds,payment_failure,0,2026-09-03T14:59:00,False,regular,hinglish,
txn_1c0aff0b6f,user_170fcf5a,787.21,card,user_dropped,checkout_abandon,1,2026-08-24T03:46:00,False,regular,en,
txn_ebf19ffb12,user_b66f7f99,10478.37,upi,user_dropped,checkout_abandon,0,2026-09-02T20:54:00,False,high_value,hinglish,
txn_22240f3903,user_7c864886,5223.76,card,card_expired,payment_failure,0,2026-08-23T18:44:00,False,high_value,hinglish,
txn_be2472dfcd,user_e45a1ea9,1385.92,upi,gateway_timeout,checkout_abandon,0,2026-09-04T10:47:00,False,regular,en,
txn_2b26628a1d,user_47995855,29492.78,upi,invoice_unpaid,receivable_overdue,0,2026-08-24T06:51:00,False,regular,hinglish,99.2
txn_8b65bb90b3,user_eb592db4,10596.31,mandate,mandate_lapsed,subscription_failure,0,2026-08-27T10:27:00,False,high_value,hinglish,
txn_e0e1482344,user_708452f8,20997.29,upi,issuer_timeout,payment_failure,0,2026-08-29T04:53:00,False,high_value,hinglish,
txn_6697ea4988,user_5c852a3c,1073.57,upi,gateway_timeout,checkout_abandon,0,2026-08-27T13:51:00,False,regular,hinglish,
txn_1407fd5961,user_6b4e51bc,576.01,netbanking,insufficient_funds,payment_failure,2,2026-08-31T04:50:00,False,regular,hinglish,
txn_8dc63c9dc6,user_fdf6b825,38191.29,netbanking,invoice_unpaid,receivable_overdue,0,2026-09-01T21:20:00,False,regular,hinglish,24.6
txn_4ebe56d8cf,user_70ec64db,108837.78,netbanking,invoice_unpaid,receivable_overdue,1,2026-09-02T08:13:00,False,high_value,en,59.6
txn_cc19277a6c,user_c862a36e,10402.76,netbanking,invoice_unpaid,receivable_overdue,0,2026-08-24T20:02:00,False,regular,en,34.4
txn_2d0b865682,user_1d356661,1591.78,upi,insufficient_funds,payment_failure,0,2026-08-25T01:57:00,False,regular,en,
txn_2a84923c68,user_cae69196,863.71,card,card_expired,payment_failure,0,2026-09-01T23:26:00,False,regular,en,
txn_d755105878,user_a7aced40,948.93,mandate,mandate_lapsed,subscription_failure,0,2026-08-25T06:36:00,False,regular,hinglish,
txn_a9af7baa80,user_01c2da7c,424.21,netbanking,issuer_timeout,payment_failure,0,2026-08-26T21:23:00,False,regular,hinglish,
txn_c03458a19a,user_c36df009,3264.67,netbanking,insufficient_funds,payment_failure,0,2026-08-29T02:40:00,False,regular,hinglish,
txn_70729b02bd,user_53bce5f6,6191.84,netbanking,gateway_timeout,checkout_abandon,0,2026-09-05T09:05:00,False,regular,en,
txn_385ceeaf3d,user_ed50ed67,1065.0,mandate,bank_decline,payment_failure,0,2026-08-31T20:04:00,False,regular,hinglish,
txn_d55f4814e4,user_72655cf1,1321.84,mandate,mandate_lapsed,subscription_failure,0,2026-08-22T18:57:00,False,regular,en,
txn_25ac03bcee,user_5a4b8b52,2782.65,mandate,mandate_lapsed,subscription_failure,0,2026-08-25T09:35:00,False,regular,en,
txn_4b25efed87,user_170fcf5a,1833.27,card,gateway_timeout,checkout_abandon,0,2026-08-27T18:45:00,False,regular,en,
txn_bdfd6a6708,user_6962f6d3,924.89,upi,gateway_timeout,checkout_abandon,0,2026-08-27T03:31:00,False,regular,en,
txn_0e6a9503cf,user_9ed3fda7,35982.07,netbanking,invoice_unpaid,receivable_overdue,1,2026-09-02T19:52:00,False,regular,en,3.7
txn_1806c618a3,user_7d4103ea,1259.16,mandate,user_dropped,checkout_abandon,0,2026-09-03T08:54:00,False,regular,hinglish,
txn_829bcaa2aa,user_e1d33e95,1351.12,mandate,mandate_lapsed,subscription_failure,0,2026-09-04T09:53:00,False,regular,hinglish,
txn_d00fc04f1f,user_c4732d2c,127938.84,netbanking,invoice_unpaid,receivable_overdue,0,2026-09-05T07:33:00,False,high_value,hinglish,60.1
txn_ad29f26dff,user_653f0035,963.82,card,card_expired,payment_failure,0,2026-09-02T09:49:00,False,regular,hinglish,
txn_f777c25ace,user_1ad4ef18,938.99,mandate,issuer_timeout,payment_failure,0,2026-08-28T21:59:00,False,regular,hinglish,
txn_5b12848045,user_c36df009,728.25,mandate,mandate_lapsed,subscription_failure,0,2026-08-29T04:05:00,False,regular,en,
txn_bf84538360,user_b5073504,714.5,mandate,mandate_lapsed,subscription_failure,0,2026-08-23T02:43:00,False,regular,hinglish,
txn_baa800491d,user_a4c0f050,1000.08,card,card_expired,payment_failure,0,2026-08-30T12:55:00,False,regular,en,
txn_19d418f717,user_9eb27aff,994.94,card,bank_decline,payment_failure,0,2026-08-22T14:57:00,False,regular,hinglish,
txn_93c96c02bc,user_e191ab9f,50569.92,netbanking,invoice_unpaid,receivable_overdue,0,2026-08-28T01:53:00,False,regular,en,48.9
txn_8e8536cf63,user_b2dbb061,2619.77,mandate,mandate_lapsed,subscription_failure,0,2026-08-27T11:43:00,False,regular,en,
txn_6929db178d,user_c862a36e,2337.99,card,user_dropped,checkout_abandon,0,2026-09-01T20:20:00,False,regular,hinglish,
txn_1edb77beb0,user_522a8734,516.99,upi,insufficient_funds,payment_failure,0,2026-09-04T01:38:00,False,regular,hinglish,
txn_056c5ab908,user_4d027114,1538.61,card,otp_timeout,checkout_abandon,0,2026-09-02T20:29:00,False,regular,hinglish,
txn_91528dca09,user_e93a700c,120561.01,netbanking,invoice_unpaid,receivable_overdue,0,2026-08-24T13:06:00,False,high_value,en,52.3
txn_8729d26246,user_5210098e,539.86,upi,bank_decline,payment_failure,0,2026-08-31T20:12:00,False,regular,hinglish,
txn_6ef6ced249,user_b895504a,606.52,card,user_dropped,checkout_abandon,0,2026-08-27T22:50:00,False,regular,en,
txn_dace50e9c8,user_4db9d7d0,1392.58,upi,gateway_timeout,checkout_abandon,0,2026-08-24T00:35:00,False,regular,en,
txn_99e0d48e02,user_af979cd4,2295.09,upi,bank_decline,payment_failure,0,2026-09-03T20:52:00,False,regular,hinglish,
txn_64cf72d505,user_a765e6eb,2214.38,mandate,user_dropped,checkout_abandon,2,2026-08-29T00:35:00,True,regular,en,
txn_03dfc5a2f4,user_af979cd4,28463.46,netbanking,invoice_unpaid,receivable_overdue,0,2026-09-01T06:49:00,False,regular,en,29.6
txn_4863eea9d9,user_d19c0970,2369.09,upi,otp_timeout,checkout_abandon,0,2026-08-22T19:58:00,False,regular,en,
txn_9ce4ce7fad,user_1ccec592,3842.21,netbanking,bank_decline,payment_failure,0,2026-08-25T22:26:00,False,regular,hinglish,
txn_b966d2f366,user_70b4f6a2,6043.96,netbanking,bank_decline,payment_failure,0,2026-09-04T23:07:00,False,regular,hinglish,
txn_ce4825dbaf,user_39c8fdaf,1366.43,card,otp_timeout,checkout_abandon,0,2026-09-01T23:54:00,False,regular,hinglish,
txn_dc216a92ef,user_170fcf5a,999.47,card,otp_timeout,checkout_abandon,0,2026-08-29T17:02:00,False,regular,en,
txn_af950e4fd5,user_b2dbb061,12013.3,upi,invoice_unpaid,receivable_overdue,0,2026-08-27T22:56:00,True,regular,en,10.8
txn_82b7ec8cca,user_7909f7f4,2050.9,card,card_expired,payment_failure,0,2026-09-03T02:35:00,False,regular,hinglish,
txn_99f2a93be2,user_0577743d,16348.86,netbanking,insufficient_funds,payment_failure,0,2026-08-22T12:57:00,False,high_value,hinglish,
txn_014a0b3b27,user_9b70cd54,737.33,netbanking,insufficient_funds,payment_failure,0,2026-08-25T00:01:00,False,regular,hinglish,
txn_25204e0817,user_1ccec592,8003.64,netbanking,invoice_unpaid,receivable_overdue,0,2026-08-30T11:43:00,False,regular,en,62.2
txn_11d6ef98ea,user_b895504a,4591.83,netbanking,user_dropped,checkout_abandon,0,2026-08-30T22:59:00,False,regular,en,
txn_81ad0f70ff,user_37b59690,535.56,upi,gateway_timeout,checkout_abandon,0,2026-09-04T10:42:00,False,regular,en,
txn_d78cadcd68,user_7d4103ea,3240.59,card,card_expired,payment_failure,0,2026-08-24T10:29:00,False,regular,hinglish,
txn_086e1a5bc1,user_c0d0fcd5,692.3,upi,otp_timeout,checkout_abandon,2,2026-08-24T20:00:00,False,regular,hinglish,
txn_7b1d23ac1a,user_17a3292a,875.17,netbanking,gateway_timeout,checkout_abandon,0,2026-08-29T07:42:00,False,regular,en,
txn_c7bc5fc035,user_70b4f6a2,732.03,mandate,insufficient_funds,payment_failure,0,2026-09-02T01:26:00,False,regular,en,
txn_63df81b093,user_17a3292a,513.29,mandate,mandate_lapsed,subscription_failure,0,2026-08-23T08:01:00,False,regular,hinglish,
txn_71baa4ef9f,user_a1ae9802,3471.33,upi,bank_decline,payment_failure,0,2026-08-31T12:23:00,False,regular,hinglish,
txn_8710cbfd8f,user_57ee2629,205727.48,netbanking,invoice_unpaid,receivable_overdue,0,2026-08-25T07:05:00,False,high_value,en,37.6
txn_37e53addd6,user_b66f7f99,820.73,card,card_expired,payment_failure,0,2026-08-26T11:02:00,False,regular,hinglish,
txn_08845a0fe5,user_5210098e,572.97,mandate,insufficient_funds,payment_failure,0,2026-09-03T22:57:00,False,regular,hinglish,
txn_07a4d2cbf6,user_1cba530c,10461.91,card,card_expired,payment_failure,0,2026-09-03T22:01:00,False,high_value,hinglish,
txn_0988b1b140,user_dd17a97a,1027.43,mandate,user_dropped,checkout_abandon,0,2026-08-27T18:14:00,False,regular,hinglish,
txn_e18aa19fb1,user_21fc7a39,1601.97,netbanking,insufficient_funds,payment_failure,0,2026-08-23T03:36:00,True,regular,en,
txn_8ad09a5aea,user_3f954e05,418.43,card,bank_decline,payment_failure,0,2026-08-29T15:49:00,False,regular,hinglish,
txn_9a00dfe860,user_57c12b45,2236.43,card,user_dropped,checkout_abandon,1,2026-08-26T17:47:00,False,regular,hinglish,
txn_9317ce43e9,user_9b70cd54,12022.32,upi,user_dropped,checkout_abandon,0,2026-08-27T08:29:00,False,high_value,hinglish,
txn_c5fb95297d,user_182406ba,11602.12,card,gateway_timeout,checkout_abandon,0,2026-08-23T23:56:00,False,high_value,en,
txn_bc8812825c,user_c0d0fcd5,531.35,upi,issuer_timeout,payment_failure,0,2026-08-25T09:45:00,True,regular,hinglish,
txn_e3d7cacb52,user_a97f84cb,46135.7,netbanking,invoice_unpaid,receivable_overdue,0,2026-08-31T04:19:00,False,regular,en,16.5
txn_d13f70f74a,user_dc34a187,78486.41,upi,invoice_unpaid,receivable_overdue,0,2026-08-29T03:55:00,True,high_value,hinglish,32.6
txn_650fdb6ea9,user_73414630,2184.17,mandate,issuer_timeout,payment_failure,0,2026-08-30T22:10:00,False,regular,en,
txn_bdf69c97cb,user_bb50ec48,1382.32,card,card_expired,payment_failure,0,2026-09-02T20:24:00,False,regular,hinglish,
txn_acc5204755,user_9b70cd54,1794.18,card,issuer_timeout,payment_failure,0,2026-08-30T00:04:00,False,regular,en,
txn_bd57998840,user_a765e6eb,13030.32,mandate,mandate_lapsed,subscription_failure,0,2026-08-28T19:51:00,True,high_value,en,
txn_82200ed117,user_6c0549ae,1870.0,upi,bank_decline,payment_failure,1,2026-08-28T05:44:00,False,regular,hinglish,
txn_b6d91d743b,user_b3ab01df,5406.39,netbanking,insufficient_funds,payment_failure,1,2026-09-02T18:49:00,False,high_value,en,
txn_904ee63637,user_35a48591,22899.85,netbanking,invoice_unpaid,receivable_overdue,0,2026-09-01T12:38:00,False,regular,en,39.6
txn_f1fa3d6917,user_4a6ff3a4,944.59,netbanking,issuer_timeout,payment_failure,0,2026-08-26T00:29:00,False,regular,en,
txn_135c579ecb,user_a565dae2,2175.41,upi,otp_timeout,checkout_abandon,1,2026-09-01T06:35:00,False,regular,hinglish,
txn_0b6b844cd4,user_9fe2b6e8,585.1,upi,issuer_timeout,payment_failure,0,2026-08-29T01:47:00,False,regular,en,
txn_3ee47a1270,user_c36df009,422.2,mandate,mandate_lapsed,subscription_failure,0,2026-08-23T07:17:00,False,regular,hinglish,
txn_98d91037b5,user_adf6661c,1689.45,upi,bank_decline,payment_failure,2,2026-08-23T14:54:00,False,regular,hinglish,
txn_c5cfbd35f3,user_85933f27,1247.82,netbanking,insufficient_funds,payment_failure,0,2026-08-25T14:14:00,False,regular,en,
txn_cc52cfc213,user_b77fcce2,700.89,netbanking,insufficient_funds,payment_failure,0,2026-08-23T03:12:00,False,regular,hinglish,
txn_16575c20f2,user_02b902a0,1679.52,card,card_expired,payment_failure,0,2026-08-25T21:26:00,False,regular,en,
txn_678a7c2816,user_b77fcce2,1145.53,card,insufficient_funds,payment_failure,0,2026-08-23T17:58:00,False,regular,hinglish,
txn_cdabd9267c,user_72655cf1,1209.91,mandate,otp_timeout,checkout_abandon,0,2026-08-29T18:39:00,False,regular,hinglish,
txn_6dd2b56468,user_661b6225,1851.34,mandate,mandate_lapsed,subscription_failure,0,2026-08-23T19:21:00,False,regular,hinglish,
txn_3fa7f40d33,user_3f954e05,10928.5,netbanking,invoice_unpaid,receivable_overdue,0,2026-09-02T07:12:00,False,regular,hinglish,40.3
txn_f596d8922c,user_1ad4ef18,969.71,upi,insufficient_funds,payment_failure,2,2026-08-30T19:14:00,False,regular,en,
txn_2af222cc93,user_99bfd5bb,2145.45,upi,otp_timeout,checkout_abandon,0,2026-08-24T02:47:00,False,regular,hinglish,
txn_80fc8cec23,user_2f14eac4,2247.0,upi,otp_timeout,checkout_abandon,0,2026-08-24T21:05:00,False,regular,hinglish,
txn_ef41ebbb41,user_a765e6eb,1622.49,upi,gateway_timeout,checkout_abandon,0,2026-09-02T15:38:00,False,regular,hinglish,
txn_f77c12dc7b,user_9b70cd54,603.51,netbanking,user_dropped,checkout_abandon,0,2026-08-24T21:51:00,False,regular,hinglish,
txn_56953f8eb8,user_96db9721,8349.79,mandate,otp_timeout,checkout_abandon,0,2026-08-28T05:50:00,False,regular,hinglish,
txn_974dacc998,user_fd3775d1,3858.39,mandate,mandate_lapsed,subscription_failure,0,2026-08-30T16:29:00,False,regular,hinglish,
txn_3cdf3a9d9a,user_3f954e05,4034.8,upi,otp_timeout,checkout_abandon,0,2026-08-28T10:33:00,False,regular,hinglish,
txn_fd1711f2e4,user_f0773745,2175.32,upi,bank_decline,payment_failure,0,2026-08-23T01:17:00,False,regular,hinglish,
txn_1fef1ea924,user_b9c5f41a,832.02,mandate,mandate_lapsed,subscription_failure,0,2026-08-24T00:15:00,False,regular,hinglish,
txn_fb3dda752c,user_1510920c,268.32,upi,insufficient_funds,payment_failure,0,2026-08-25T19:13:00,False,regular,hinglish,
txn_b6aa031907,user_1ad86794,4247.21,mandate,otp_timeout,checkout_abandon,0,2026-09-03T20:34:00,False,high_value,hinglish,
txn_886c8a2615,user_dfdaefff,2347.26,card,bank_decline,payment_failure,0,2026-08-26T16:23:00,False,regular,hinglish,
txn_44849f7ca6,user_1cba530c,21121.24,netbanking,invoice_unpaid,receivable_overdue,0,2026-08-30T00:39:00,False,regular,hinglish,17.8
txn_d712a77e37,user_55374986,21191.4,netbanking,invoice_unpaid,receivable_overdue,0,2026-08-29T00:20:00,False,regular,hinglish,18.4
txn_58aa97e349,user_a765e6eb,6950.2,upi,bank_decline,payment_failure,0,2026-08-29T14:13:00,False,high_value,en,
txn_e5a3643dee,user_57ee2629,3485.5,mandate,mandate_lapsed,subscription_failure,0,2026-08-29T07:42:00,False,high_value,en,
txn_8127e8b65c,user_a565dae2,2412.52,upi,bank_decline,payment_failure,0,2026-08-27T15:48:00,False,high_value,hinglish,
txn_7e193b033c,user_c0e8d8d6,2031.15,mandate,mandate_lapsed,subscription_failure,0,2026-09-04T04:01:00,False,regular,en,
txn_03d10df96e,user_971a1945,980.82,upi,otp_timeout,checkout_abandon,1,2026-08-27T12:50:00,False,regular,en,
txn_4c4ec78ccd,user_b1e66967,4181.87,card,insufficient_funds,payment_failure,0,2026-08-28T23:35:00,True,regular,en,
txn_5ab4262386,user_5a6e5746,7776.27,card,card_expired,payment_failure,0,2026-09-01T13:28:00,False,regular,en,
txn_be373dc7b4,user_c0d0fcd5,2686.81,netbanking,issuer_timeout,payment_failure,2,2026-08-24T08:09:00,False,regular,hinglish,
txn_6490fd1534,user_38f13b1f,26214.21,netbanking,invoice_unpaid,receivable_overdue,0,2026-08-31T05:51:00,False,regular,en,8.0
txn_1a66b89bf2,user_d93d698b,358.87,mandate,insufficient_funds,payment_failure,0,2026-09-02T21:28:00,False,regular,en,
txn_432b1534da,user_ac9dff76,307.18,card,issuer_timeout,payment_failure,0,2026-09-02T17:01:00,False,regular,en,
txn_9f64d4424e,user_f08a6b15,5544.07,netbanking,gateway_timeout,checkout_abandon,0,2026-09-05T10:15:00,False,regular,hinglish,
txn_8e30c8d4e1,user_82af5b90,6879.55,netbanking,insufficient_funds,payment_failure,0,2026-09-01T17:06:00,False,regular,en,
txn_4ca97a8b43,user_34b9aa8d,1067.17,upi,issuer_timeout,payment_failure,0,2026-08-27T08:27:00,False,regular,en,
txn_7b97b6ba65,user_7636defd,452.7,upi,otp_timeout,checkout_abandon,0,2026-09-01T22:20:00,False,regular,hinglish,
txn_5963f2718e,user_b77fcce2,1517.79,mandate,issuer_timeout,payment_failure,0,2026-09-02T12:47:00,False,regular,hinglish,
txn_7f97865356,user_fba4e0f9,710.08,netbanking,issuer_timeout,payment_failure,0,2026-08-23T21:14:00,False,regular,hinglish,
txn_b03e6c7f1a,user_f706a691,2940.75,card,user_dropped,checkout_abandon,1,2026-09-03T16:00:00,False,regular,en,
txn_0467951d57,user_971a1945,432.1,upi,otp_timeout,checkout_abandon,1,2026-09-03T02:58:00,True,regular,en,
txn_ee875bfc1b,user_6e551e34,1933.39,upi,bank_decline,payment_failure,0,2026-08-31T16:50:00,False,regular,hinglish,
txn_bb3267bd54,user_6692c617,3301.67,card,card_expired,payment_failure,0,2026-09-03T17:57:00,False,high_value,hinglish,
txn_558345f628,user_eb592db4,1206.81,upi,insufficient_funds,payment_failure,0,2026-08-27T09:05:00,False,regular,hinglish,
txn_7e59f84350,user_b3ab01df,16095.04,netbanking,invoice_unpaid,receivable_overdue,2,2026-09-04T04:56:00,False,regular,en,38.1
txn_49fa42bbfb,user_9eb27aff,2872.2,card,otp_timeout,checkout_abandon,0,2026-09-01T09:19:00,False,regular,en,
txn_312f478f3a,user_b9f29d1f,1305.74,upi,gateway_timeout,checkout_abandon,0,2026-08-26T05:07:00,False,regular,en,
txn_4bebf26af9,user_667d8850,634.44,upi,otp_timeout,checkout_abandon,1,2026-08-30T10:47:00,False,regular,hinglish,
txn_a7f7d99340,user_adf6661c,1645.42,card,bank_decline,payment_failure,1,2026-08-29T04:22:00,False,regular,en,
txn_67c6408a7f,user_c4732d2c,810.44,upi,insufficient_funds,payment_failure,1,2026-08-31T11:03:00,False,regular,hinglish,
txn_652219336c,user_b66f7f99,14589.3,netbanking,invoice_unpaid,receivable_overdue,0,2026-08-25T16:57:00,False,regular,hinglish,26.8
txn_ccaa8c3143,user_2aed298e,2740.23,mandate,insufficient_funds,payment_failure,0,2026-09-03T21:05:00,False,regular,hinglish,
txn_84c17246eb,user_f0a21187,35545.36,netbanking,invoice_unpaid,receivable_overdue,0,2026-08-29T06:22:00,False,regular,hinglish,120
txn_cc0d6ec15f,user_a3638101,39014.98,netbanking,invoice_unpaid,receivable_overdue,0,2026-08-24T22:51:00,False,regular,en,3.4
txn_caf04c9c0b,user_dc34a187,29938.27,netbanking,invoice_unpaid,receivable_overdue,0,2026-09-02T12:52:00,False,regular,hinglish,60.1
txn_6585681168,user_f0cc4162,7167.43,card,card_expired,payment_failure,0,2026-08-27T18:12:00,False,high_value,en,
txn_fcc0d5f6db,user_b2dbb061,2589.35,mandate,user_dropped,checkout_abandon,0,2026-08-25T20:28:00,False,regular,en,
txn_38411526d4,user_e191ab9f,176.73,upi,user_dropped,checkout_abandon,0,2026-09-05T01:02:00,False,regular,hinglish,
txn_c264f5e096,user_1064810a,514.67,card,bank_decline,payment_failure,0,2026-09-04T16:17:00,False,regular,en,
txn_6b799c1f7e,user_c862a36e,71328.41,netbanking,invoice_unpaid,receivable_overdue,0,2026-08-29T15:40:00,False,high_value,hinglish,68.0
txn_e3d2e1e897,user_4db9d7d0,399.95,upi,otp_timeout,checkout_abandon,0,2026-08-27T22:29:00,False,regular,en,
txn_bfbaa0914a,user_9a3af46c,1807.96,mandate,issuer_timeout,payment_failure,0,2026-09-02T07:38:00,False,regular,hinglish,
